190.00	0.031	0.337	0.402	0.326	0.296	0.315	0.319	0.333	0.452	0.200
191.00	0.028	0.315	0.371	0.301	0.284	0.293	0.298	0.308	0.418	0.192
192.00	0.028	0.292	0.344	0.278	0.273	0.269	0.276	0.285	0.386	0.186
193.00	0.026	0.267	0.311	0.253	0.260	0.245	0.251	0.260	0.351	0.178
194.00	0.025	0.247	0.287	0.233	0.250	0.226	0.232	0.240	0.324	0.171
195.00	0.024	0.226	0.265	0.213	0.239	0.208	0.213	0.220	0.298	0.166
196.00	0.023	0.211	0.247	0.197	0.232	0.193	0.197	0.205	0.275	0.161
197.00	0.022	0.195	0.230	0.183	0.224	0.179	0.183	0.191	0.256	0.156
198.00	0.021	0.182	0.215	0.169	0.216	0.165	0.170	0.178	0.238	0.151
199.00	0.021	0.171	0.202	0.159	0.209	0.155	0.161	0.168	0.224	0.148
200.00	0.020	0.161	0.191	0.150	0.203	0.146	0.152	0.158	0.212	0.145
201.00	0.019	0.152	0.180	0.141	0.196	0.137	0.143	0.149	0.201	0.141
202.00	0.018	0.143	0.171	0.133	0.190	0.129	0.135	0.141	0.191	0.137
203.00	0.017	0.136	0.164	0.127	0.184	0.122	0.129	0.135	0.183	0.135
204.00	0.017	0.130	0.157	0.120	0.179	0.116	0.124	0.128	0.176	0.132
205.00	0.016	0.124	0.150	0.115	0.173	0.111	0.118	0.123	0.170	0.128
206.00	0.015	0.118	0.145	0.110	0.168	0.106	0.113	0.118	0.164	0.125
207.00	0.015	0.114	0.140	0.106	0.163	0.102	0.110	0.114	0.159	0.123
208.00	0.014	0.110	0.135	0.102	0.158	0.098	0.106	0.110	0.155	0.119
209.00	0.014	0.106	0.131	0.098	0.152	0.094	0.102	0.106	0.150	0.116
210.00	0.013	0.102	0.126	0.094	0.147	0.091	0.099	0.103	0.146	0.113
211.00	0.013	0.099	0.123	0.091	0.142	0.088	0.096	0.100	0.143	0.110
212.00	0.012	0.096	0.119	0.088	0.137	0.085	0.093	0.097	0.139	0.107
213.00	0.012	0.093	0.115	0.085	0.132	0.082	0.090	0.094	0.135	0.103
214.00	0.012	0.090	0.112	0.083	0.127	0.080	0.088	0.091	0.132	0.100
215.00	0.011	0.087	0.108	0.080	0.122	0.077	0.085	0.089	0.129	0.097
216.00	0.011	0.084	0.105	0.078	0.117	0.075	0.083	0.086	0.125	0.093
217.00	0.011	0.082	0.102	0.075	0.113	0.073	0.081	0.084	0.122	0.090
218.00	0.011	0.080	0.099	0.073	0.109	0.071	0.079	0.082	0.120	0.087
219.00	0.011	0.078	0.096	0.072	0.106	0.069	0.077	0.080	0.117	0.085
220.00	0.011	0.076	0.094	0.070	0.102	0.067	0.075	0.078	0.115	0.082
221.00	0.010	0.075	0.091	0.068	0.098	0.066	0.073	0.077	0.112	0.079
222.00	0.010	0.073	0.089	0.067	0.096	0.064	0.072	0.075	0.110	0.077
223.00	0.010	0.072	0.087	0.065	0.092	0.063	0.071	0.074	0.108	0.075
224.00	0.010	0.070	0.085	0.064	0.090	0.061	0.069	0.072	0.106	0.073
225.00	0.010	0.068	0.083	0.062	0.087	0.060	0.068	0.071	0.103	0.071
226.00	0.010	0.067	0.081	0.061	0.084	0.059	0.066	0.070	0.101	0.069
227.00	0.010	0.066	0.079	0.060	0.082	0.057	0.065	0.068	0.099	0.067
228.00	0.010	0.064	0.077	0.059	0.079	0.056	0.064	0.067	0.097	0.066
229.00	0.010	0.063	0.075	0.057	0.077	0.055	0.063	0.066	0.096	0.064
230.00	0.009	0.062	0.074	0.056	0.075	0.054	0.061	0.064	0.094	0.062
231.00	0.009	0.060	0.072	0.055	0.073	0.053	0.060	0.063	0.092	0.061
232.00	0.009	0.059	0.070	0.054	0.071	0.052	0.059	0.062	0.091	0.060
233.00	0.009	0.058	0.069	0.053	0.070	0.051	0.058	0.061	0.089	0.059
234.00	0.009	0.057	0.068	0.052	0.068	0.050	0.057	0.060	0.088	0.058
235.00	0.009	0.056	0.067	0.051	0.067	0.049	0.056	0.059	0.086	0.057
236.00	0.009	0.055	0.066	0.050	0.065	0.048	0.055	0.058	0.085	0.056
237.00	0.009	0.054	0.065	0.049	0.064	0.047	0.055	0.057	0.084	0.055
238.00	0.009	0.053	0.064	0.049	0.063	0.047	0.054	0.056	0.082	0.054
239.00	0.008	0.052	0.063	0.048	0.062	0.046	0.053	0.055	0.081	0.053
240.00	0.009	0.051	0.062	0.047	0.061	0.045	0.052	0.054	0.081	0.053
241.00	0.009	0.051	0.061	0.047	0.060	0.045	0.052	0.054	0.080	0.052
242.00	0.008	0.050	0.060	0.046	0.059	0.044	0.051	0.053	0.078	0.051
243.00	0.008	0.049	0.059	0.045	0.058	0.043	0.050	0.052	0.078	0.050
244.00	0.008	0.048	0.059	0.045	0.057	0.043	0.050	0.051	0.077	0.050
245.00	0.008	0.048	0.058	0.044	0.056	0.042	0.049	0.051	0.076	0.049
246.00	0.008	0.047	0.058	0.044	0.056	0.042	0.049	0.050	0.075	0.048
247.00	0.008	0.047	0.057	0.043	0.055	0.041	0.048	0.050	0.074	0.048
248.00	0.008	0.046	0.056	0.043	0.054	0.041	0.048	0.049	0.074	0.047
249.00	0.008	0.046	0.056	0.042	0.054	0.040	0.047	0.049	0.073	0.047
250.00	0.008	0.045	0.055	0.042	0.053	0.040	0.047	0.048	0.072	0.046
251.00	0.008	0.045	0.055	0.042	0.053	0.040	0.046	0.048	0.072	0.046
252.00	0.008	0.044	0.054	0.041	0.052	0.039	0.046	0.048	0.071	0.046
253.00	0.007	0.044	0.054	0.040	0.051	0.039	0.046	0.047	0.070	0.045
254.00	0.007	0.043	0.053	0.040	0.051	0.039	0.045	0.046	0.070	0.044
255.00	0.007	0.043	0.053	0.040	0.051	0.038	0.045	0.046	0.069	0.044
256.00	0.007	0.043	0.053	0.039	0.050	0.038	0.044	0.046	0.069	0.044
257.00	0.007	0.042	0.052	0.039	0.050	0.037	0.044	0.045	0.068	0.043
258.00	0.007	0.042	0.052	0.038	0.049	0.037	0.044	0.045	0.068	0.043
259.00	0.007	0.041	0.051	0.038	0.049	0.037	0.043	0.044	0.067	0.042
260.00	0.007	0.041	0.051	0.038	0.049	0.036	0.043	0.044	0.066	0.042
261.00	0.007	0.041	0.050	0.037	0.048	0.036	0.042	0.044	0.066	0.042
262.00	0.007	0.040	0.050	0.037	0.048	0.035	0.042	0.043	0.065	0.041
263.00	0.007	0.040	0.050	0.036	0.047	0.035	0.041	0.043	0.064	0.041
264.00	0.007	0.039	0.049	0.036	0.047	0.034	0.041	0.042	0.064	0.040
265.00	0.007	0.038	0.049	0.035	0.047	0.034	0.040	0.042	0.063	0.040
266.00	0.007	0.038	0.048	0.035	0.046	0.034	0.040	0.041	0.062	0.040
267.00	0.007	0.037	0.048	0.034	0.046	0.033	0.039	0.041	0.062	0.039
268.00	0.007	0.037	0.047	0.034	0.046	0.033	0.039	0.040	0.061	0.039
269.00	0.007	0.036	0.047	0.033	0.045	0.032	0.038	0.040	0.060	0.039
270.00	0.007	0.035	0.046	0.033	0.045	0.031	0.037	0.039	0.059	0.038
271.00	0.007	0.035	0.045	0.032	0.044	0.031	0.037	0.038	0.059	0.038
272.00	0.007	0.034	0.045	0.031	0.044	0.030	0.036	0.038	0.058	0.037
273.00	0.007	0.033	0.044	0.031	0.043	0.029	0.035	0.037	0.057	0.037
274.00	0.007	0.033	0.044	0.030	0.043	0.029	0.035	0.036	0.056	0.037
275.00	0.006	0.032	0.043	0.029	0.042	0.028	0.034	0.036	0.055	0.036
276.00	0.006	0.031	0.042	0.029	0.042	0.027	0.033	0.035	0.054	0.036
277.00	0.006	0.030	0.042	0.028	0.041	0.027	0.032	0.034	0.054	0.035
278.00	0.006	0.030	0.041	0.027	0.041	0.026	0.031	0.034	0.053	0.035
279.00	0.006	0.029	0.040	0.026	0.041	0.025	0.031	0.033	0.052	0.034
