190.00	-0.018	0.352	0.304	0.124	0.341	0.345	0.275	0.568	0.361	0.347	0.366
191.00	-0.019	0.325	0.278	0.116	0.317	0.319	0.245	0.524	0.333	0.322	0.336
192.00	-0.018	0.297	0.253	0.108	0.291	0.292	0.217	0.475	0.306	0.297	0.308
193.00	-0.019	0.270	0.227	0.102	0.266	0.267	0.190	0.423	0.277	0.272	0.279
194.00	-0.019	0.248	0.207	0.096	0.247	0.246	0.170	0.382	0.254	0.251	0.256
195.00	-0.018	0.228	0.187	0.092	0.227	0.227	0.151	0.343	0.234	0.231	0.236
196.00	-0.017	0.212	0.171	0.088	0.211	0.211	0.137	0.310	0.216	0.215	0.219
197.00	-0.016	0.197	0.157	0.085	0.197	0.198	0.124	0.283	0.201	0.201	0.205
198.00	-0.016	0.184	0.145	0.082	0.184	0.186	0.114	0.259	0.187	0.188	0.192
199.00	-0.015	0.173	0.135	0.080	0.173	0.176	0.105	0.240	0.177	0.177	0.180
200.00	-0.015	0.162	0.127	0.078	0.164	0.166	0.098	0.223	0.167	0.167	0.170
201.00	-0.015	0.153	0.119	0.076	0.155	0.157	0.092	0.208	0.159	0.157	0.161
202.00	-0.014	0.145	0.112	0.074	0.147	0.150	0.087	0.195	0.151	0.149	0.153
203.00	-0.014	0.138	0.107	0.073	0.141	0.143	0.083	0.185	0.145	0.142	0.146
204.00	-0.013	0.132	0.102	0.072	0.135	0.137	0.080	0.176	0.140	0.135	0.140
205.00	-0.013	0.126	0.097	0.070	0.130	0.132	0.076	0.169	0.135	0.130	0.135
206.00	-0.013	0.121	0.093	0.069	0.124	0.127	0.074	0.162	0.130	0.125	0.130
207.00	-0.012	0.117	0.090	0.068	0.120	0.123	0.072	0.156	0.126	0.121	0.126
208.00	-0.012	0.114	0.087	0.066	0.116	0.119	0.069	0.151	0.123	0.117	0.122
209.00	-0.012	0.110	0.084	0.065	0.112	0.115	0.067	0.145	0.119	0.113	0.119
210.00	-0.012	0.107	0.082	0.064	0.109	0.112	0.065	0.140	0.116	0.110	0.115
211.00	-0.011	0.104	0.080	0.063	0.106	0.109	0.063	0.134	0.113	0.107	0.112
212.00	-0.011	0.101	0.077	0.061	0.102	0.105	0.062	0.128	0.110	0.104	0.109
213.00	-0.010	0.098	0.075	0.060	0.099	0.102	0.060	0.122	0.106	0.101	0.106
214.00	-0.010	0.096	0.073	0.058	0.096	0.099	0.058	0.117	0.103	0.099	0.104
215.00	-0.010	0.093	0.072	0.057	0.093	0.097	0.056	0.111	0.100	0.096	0.101
216.00	-0.009	0.091	0.070	0.056	0.090	0.094	0.055	0.105	0.097	0.094	0.099
217.00	-0.010	0.089	0.068	0.055	0.087	0.091	0.053	0.099	0.094	0.091	0.096
218.00	-0.009	0.087	0.066	0.053	0.084	0.088	0.051	0.094	0.091	0.089	0.094
219.00	-0.009	0.085	0.065	0.052	0.082	0.086	0.050	0.088	0.089	0.087	0.092
220.00	-0.009	0.083	0.063	0.051	0.080	0.084	0.048	0.083	0.086	0.085	0.090
221.00	-0.009	0.081	0.062	0.050	0.077	0.082	0.046	0.078	0.083	0.083	0.088
222.00	-0.009	0.079	0.061	0.049	0.075	0.080	0.045	0.074	0.081	0.081	0.086
223.00	-0.009	0.078	0.059	0.048	0.073	0.078	0.044	0.070	0.079	0.080	0.085
224.00	-0.009	0.076	0.058	0.047	0.071	0.076	0.043	0.066	0.077	0.078	0.083
225.00	-0.008	0.075	0.057	0.046	0.069	0.074	0.042	0.062	0.075	0.076	0.082
226.00	-0.009	0.073	0.056	0.045	0.067	0.073	0.040	0.059	0.073	0.075	0.080
227.00	-0.009	0.072	0.054	0.044	0.065	0.071	0.039	0.056	0.071	0.073	0.079
228.00	-0.008	0.070	0.053	0.044	0.064	0.070	0.038	0.053	0.069	0.072	0.077
229.00	-0.008	0.069	0.052	0.043	0.062	0.068	0.037	0.050	0.068	0.070	0.076
230.00	-0.008	0.068	0.051	0.042	0.061	0.067	0.036	0.048	0.066	0.069	0.075
231.00	-0.008	0.067	0.050	0.041	0.059	0.065	0.035	0.046	0.065	0.068	0.073
232.00	-0.008	0.065	0.049	0.041	0.058	0.064	0.035	0.044	0.063	0.066	0.072
233.00	-0.008	0.064	0.048	0.040	0.057	0.063	0.034	0.043	0.062	0.065	0.071
234.00	-0.008	0.063	0.048	0.039	0.055	0.062	0.033	0.041	0.061	0.064	0.070
235.00	-0.008	0.062	0.046	0.039	0.054	0.061	0.032	0.040	0.060	0.063	0.068
236.00	-0.008	0.061	0.046	0.038	0.053	0.059	0.032	0.039	0.059	0.062	0.068
237.00	-0.008	0.060	0.045	0.037	0.052	0.059	0.031	0.038	0.058	0.061	0.067
238.00	-0.008	0.059	0.044	0.037	0.051	0.058	0.031	0.037	0.057	0.060	0.066
239.00	-0.008	0.058	0.044	0.036	0.050	0.057	0.030	0.037	0.056	0.059	0.065
240.00	-0.008	0.058	0.043	0.036	0.050	0.056	0.030	0.036	0.055	0.058	0.064
241.00	-0.008	0.057	0.042	0.036	0.049	0.055	0.030	0.035	0.055	0.057	0.064
242.00	-0.007	0.056	0.042	0.035	0.048	0.055	0.029	0.035	0.054	0.056	0.063
243.00	-0.007	0.056	0.041	0.035	0.048	0.054	0.029	0.034	0.053	0.056	0.062
244.00	-0.007	0.055	0.041	0.034	0.047	0.054	0.028	0.034	0.053	0.055	0.062
245.00	-0.007	0.055	0.041	0.034	0.047	0.053	0.028	0.034	0.052	0.055	0.061
246.00	-0.007	0.054	0.040	0.033	0.046	0.053	0.028	0.033	0.052	0.054	0.061
247.00	-0.007	0.054	0.040	0.033	0.046	0.052	0.028	0.033	0.051	0.054	0.060
248.00	-0.007	0.053	0.039	0.033	0.046	0.052	0.027	0.033	0.051	0.053	0.060
249.00	-0.007	0.053	0.039	0.033	0.045	0.052	0.027	0.032	0.051	0.053	0.060
250.00	-0.007	0.053	0.039	0.033	0.045	0.051	0.027	0.032	0.051	0.053	0.059
251.00	-0.006	0.053	0.039	0.032	0.045	0.051	0.027	0.032	0.050	0.052	0.059
252.00	-0.007	0.052	0.038	0.032	0.044	0.051	0.027	0.032	0.050	0.052	0.059
253.00	-0.007	0.052	0.038	0.032	0.044	0.050	0.026	0.031	0.050	0.051	0.058
254.00	-0.006	0.051	0.038	0.031	0.043	0.050	0.026	0.031	0.049	0.051	0.058
255.00	-0.006	0.051	0.037	0.031	0.043	0.050	0.026	0.031	0.049	0.051	0.058
256.00	-0.006	0.051	0.037	0.031	0.043	0.049	0.026	0.031	0.049	0.050	0.057
257.00	-0.006	0.050	0.037	0.030	0.042	0.049	0.025	0.031	0.048	0.050	0.057
258.00	-0.006	0.050	0.036	0.030	0.042	0.048	0.025	0.030	0.048	0.049	0.057
259.00	-0.006	0.050	0.036	0.030	0.042	0.048	0.025	0.030	0.047	0.049	0.056
260.00	-0.006	0.049	0.036	0.030	0.041	0.047	0.025	0.030	0.047	0.049	0.056
261.00	-0.006	0.049	0.035	0.029	0.041	0.047	0.024	0.030	0.046	0.048	0.055
262.00	-0.006	0.048	0.035	0.029	0.040	0.047	0.024	0.029	0.046	0.048	0.055
263.00	-0.006	0.048	0.035	0.029	0.040	0.046	0.024	0.029	0.046	0.047	0.054
264.00	-0.006	0.047	0.034	0.028	0.039	0.046	0.023	0.029	0.045	0.047	0.054
265.00	-0.006	0.047	0.034	0.028	0.039	0.045	0.023	0.029	0.045	0.046	0.054
266.00	-0.006	0.047	0.034	0.028	0.038	0.044	0.023	0.028	0.044	0.046	0.053
267.00	-0.006	0.046	0.033	0.027	0.038	0.044	0.023	0.028	0.044	0.045	0.052
268.00	-0.006	0.045	0.033	0.027	0.037	0.043	0.023	0.028	0.043	0.045	0.052
269.00	-0.006	0.045	0.032	0.027	0.037	0.043	0.022	0.028	0.043	0.044	0.051
270.00	-0.006	0.044	0.032	0.027	0.036	0.042	0.022	0.027	0.042	0.044	0.051
271.00	-0.006	0.043	0.031	0.026	0.036	0.041	0.022	0.027	0.042	0.043	0.050
272.00	-0.006	0.043	0.031	0.026	0.035	0.041	0.022	0.027	0.041	0.042	0.050
273.00	-0.006	0.042	0.030	0.026	0.034	0.040	0.021	0.026	0.040	0.042	0.049
274.00	-0.005	0.042	0.030	0.025	0.034	0.040	0.021	0.026	0.040	0.041	0.048
275.00	-0.006	0.041	0.029	0.025	0.033	0.039	0.021	0.026	0.039	0.040	0.047
276.00	-0.006	0.040	0.028	0.025	0.032	0.038	0.020	0.025	0.039	0.040	0.047
277.00	-0.006	0.039	0.028	0.024	0.032	0.037	0.020	0.025	0.038	0.039	0.046
278.00	-0.006	0.039	0.028	0.024	0.031	0.037	0.020	0.025	0.037	0.038	0.045
279.00	-0.006	0.038	0.027	0.024	0.030	0.036	0.019	0.025	0.037	0.038	0.045
280.00	-0.006	0.037	0.026	0.023	0.029	0.035	0.019	0.024	0.036	0.037	0.044
281.00	-0.006	0.037	0.026	0.023	0.029	0.035	0.019	0.024	0.036	0.037	0.043
282.00	-0.005	0.036	0.025	0.023	0.028	0.034	0.019	0.024	0.035	0.036	0.043
283.00	-0.005	0.035	0.025	0.022	0.027	0.033	0.018	0.023	0.035	0.035	0.042
284.00	-0.005	0.034	0.024	0.022	0.027	0.033	0.018	0.023	0.034	0.034	0.041
285.00	-0.005	0.034	0.024	0.022	0.026	0.032	0.018	0.023	0.033	0.034	0.040
286.00	-0.005	0.033	0.023	0.022	0.025	0.031	0.017	0.022	0.033	0.033	0.040
287.00	-0.005	0.032	0.023	0.021	0.025	0.031	0.017	0.022	0.032	0.033	0.039
288.00	-0.005	0.032	0.022	0.021	0.024	0.030	0.017	0.022	0.032	0.032	0.038
289.00	-0.005	0.031	0.022	0.021	0.023	0.029	0.017	0.022	0.031	0.031	0.038
290.00	-0.005	0.030	0.021	0.020	0.023	0.029	0.016	0.021	0.031	0.031	0.037
291.00	-0.005	0.029	0.021	0.020	0.022	0.028	0.016	0.021	0.030	0.030	0.036
292.00	-0.005	0.029	0.020	0.020	0.022	0.028	0.016	0.021	0.030	0.029	0.036
293.00	-0.005	0.028	0.019	0.019	0.021	0.027	0.015	0.020	0.029	0.029	0.035
294.00	-0.005	0.027	0.019	0.019	0.020	0.026	0.015	0.020	0.028	0.028	0.035
295.00	-0.005	0.027	0.019	0.019	0.020	0.026	0.015	0.020	0.028	0.027	0.034
296.00	-0.005	0.026	0.018	0.018	0.019	0.025	0.014	0.019	0.027	0.027	0.033
297.00	-0.005	0.026	0.018	0.018	0.019	0.025	0.014	0.019	0.027	0.026	0.033
298.00	-0.005	0.025	0.017	0.018	0.018	0.024	0.014	0.019	0.027	0.026	0.032
299.00	-0.005	0.025	0.017	0.018	0.018	0.023	0.014	0.019	0.026	0.025	0.032
300.00	-0.005	0.024	0.017	0.017	0.018	0.023	0.014	0.018	0.026	0.025	0.032
301.00	-0.005	0.024	0.016	0.017	0.017	0.022	0.013	0.018	0.025	0.024	0.031
302.00	-0.005	0.023	0.016	0.017	0.017	0.022	0.013	0.018	0.025	0.024	0.030
303.00	-0.005	0.023	0.015	0.017	0.016	0.022	0.013	0.018	0.025	0.023	0.030
304.00	-0.005	0.023	0.015	0.016	0.016	0.021	0.013	0.017	0.024	0.023	0.029
305.00	-0.004	0.022	0.015	0.016	0.016	0.021	0.013	0.017	0.024	0.022	0.029
306.00	-0.005	0.022	0.014	0.016	0.015	0.020	0.012	0.017	0.024	0.022	0.028
307.00	-0.005	0.022	0.014	0.015	0.015	0.019	0.012	0.017	0.023	0.021	0.028
308.00	-0.005	0.021	0.014	0.015	0.014	0.019	0.012	0.017	0.023	0.021	0.027
309.00	-0.005	0.021	0.014	0.015	0.014	0.019	0.012	0.016	0.023	0.021	0.027
310.00	-0.005	0.021	0.013	0.015	0.014	0.018	0.011	0.016	0.022	0.020	0.026
311.00	-0.005	0.020	0.013	0.015	0.014	0.018	0.011	0.016	0.022	0.020	0.026
312.00	-0.005	0.020	0.013	0.015	0.013	0.018	0.011	0.016	0.022	0.020	0.026
313.00	-0.005	0.020	0.012	0.014	0.013	0.017	0.011	0.015	0.022	0.019	0.026
314.00	-0.004	0.020	0.012	0.014	0.013	0.017	0.011	0.015	0.021	0.019	0.026
315.00	-0.004	0.019	0.012	0.014	0.013	0.017	0.011	0.015	0.021	0.019	0.025
316.00	-0.004	0.019	0.012	0.014	0.012	0.017	0.010	0.015	0.021	0.019	0.025
317.00	-0.004	0.019	0.011	0.014	0.012	0.016	0.010	0.015	0.021	0.018	0.025
318.00	-0.004	0.018	0.011	0.013	0.012	0.016	0.010	0.015	0.020	0.018	0.024
319.00	-0.005	0.018	0.011	0.013	0.011	0.015	0.009	0.014	0.020	0.017	0.023
320.00	-0.004	0.018	0.011	0.013	0.011	0.015	0.009	0.014	0.020	0.017	0.023
321.00	-0.004	0.018	0.011	0.013	0.011	0.015	0.009	0.014	0.020	0.017	0.023
322.00	-0.004	0.017	0.010	0.013	0.011	0.015	0.009	0.014	0.019	0.017	0.023
323.00	-0.004	0.017	0.010	0.013	0.010	0.014	0.009	0.014	0.019	0.016	0.023
324.00	-0.004	0.017	0.010	0.012	0.010	0.014	0.009	0.014	0.019	0.016	0.023
325.00	-0.004	0.016	0.010	0.012	0.010	0.014	0.009	0.014	0.019	0.016	0.022
