190,0.478
191,0.446
192,0.41
193,0.372
194,0.343
195,0.314
196,0.29
197,0.269
198,0.25
199,0.234
200,0.219
201,0.206
202,0.196
203,0.187
204,0.178
205,0.171
206,0.165
207,0.159
208,0.154
209,0.148
210,0.143
211,0.139
212,0.134
213,0.13
214,0.125
215,0.121
216,0.117
217,0.114
218,0.11
219,0.107
220,0.104
221,0.1
222,0.098
223,0.095
224,0.092
225,0.089
226,0.087
227,0.084
228,0.082
229,0.079
230,0.077
231,0.075
232,0.073
233,0.071
234,0.069
235,0.068
236,0.066
237,0.065
238,0.064
239,0.063
240,0.062
241,0.061
242,0.06
243,0.059
244,0.059
245,0.058
246,0.058
247,0.057
248,0.057
249,0.056
250,0.056
251,0.055
252,0.055
253,0.055
254,0.055
255,0.054
256,0.054
257,0.054
258,0.054
259,0.053
260,0.053
261,0.053
262,0.053
263,0.052
264,0.052
265,0.052
266,0.051
267,0.051
268,0.051
269,0.05
270,0.05
271,0.049
272,0.049
273,0.049
274,0.048
275,0.048
276,0.047
277,0.047
278,0.046
279,0.046
280,0.045
281,0.045
282,0.044
283,0.043
284,0.043
285,0.042
286,0.041
287,0.041
288,0.04
289,0.039
290,0.038
291,0.038
292,0.037
293,0.036
294,0.035
295,0.034
296,0.034
297,0.033
298,0.032
299,0.031
300,0.03
301,0.03
302,0.029
303,0.028
304,0.028
305,0.027
306,0.026
307,0.026
308,0.025
309,0.025
310,0.024
311,0.023
312,0.023
313,0.022
314,0.022
315,0.021
316,0.021
317,0.021
318,0.02
319,0.02
320,0.019
321,0.019
322,0.019
323,0.018
324,0.018
325,0.018
326,0.017
327,0.017
328,0.017
329,0.016
330,0.016
331,0.016
332,0.016
333,0.015
334,0.015
335,0.015
336,0.015
337,0.014
338,0.014
339,0.014
340,0.015
341,0.013
342,0.012
343,0.012
344,0.012
345,0.012
346,0.012
347,0.012
348,0.011
349,0.011
350,0.011
351,0.011
352,0.011
353,0.011
354,0.01
355,0.01
356,0.01
357,0.01
358,0.01
359,0.01
360,0.01
361,0.01
362,0.009
363,0.009
364,0.009
365,0.009
366,0.009
367,0.009
368,0.009
369,0.008
370,0.008
371,0.008
372,0.008
373,0.008
374,0.008
375,0.008
376,0.007
377,0.007
378,0.007
379,0.007
380,0.007
381,0.007
382,0.007
383,0.007
384,0.007
385,0.006
386,0.006
387,0.006
388,0.006
389,0.006
390,0.006
391,0.006
392,0.006
393,0.006
394,0.005
395,0.005
396,0.005
397,0.005
398,0.005
399,0.005
400,0.005
401,0.005
402,0.005
403,0.005
404,0.005
405,0.005
406,0.005
407,0.005
408,0.005
409,0.005
410,0.005
411,0.005
412,0.005
413,0.004
414,0.004
415,0.004
416,0.004
417,0.004
418,0.004
419,0.004
420,0.004
421,0.004
422,0.004
423,0.004
424,0.004
425,0.004
426,0.004
427,0.004
428,0.004
429,0.004
430,0.004
431,0.004
432,0.004
433,0.003
434,0.003
435,0.003
436,0.003
437,0.003
438,0.003
439,0.003
440,0.003
441,0.003
442,0.003
443,0.003
444,0.003
445,0.003
446,0.003
447,0.003
448,0.003
449,0.003
450,0.003
451,0.003
452,0.003
453,0.003
454,0.003
455,0.003
456,0.003
457,0.003
458,0.003
459,0.003
460,0.003
461,0.003
462,0.003
463,0.003
464,0.003
465,0.003
466,0.002
467,0.002
468,0.002
469,0.002
470,0.002
471,0.002
472,0.003
473,0.002
474,0.002
475,0.002
476,0.002
477,0.002
478,0.002
479,0.002
480,0.002
481,0.002
482,0.002
483,0.002
484,0.002
485,0.002
486,0.002
487,0.002
488,0.002
489,0.002
490,0.002
491,0.002
492,0.002
493,0.002
494,0.002
495,0.002
496,0.002
497,0.002
498,0.002
499,0.002
500,0.002
501,0.002
502,0.002
503,0.002
504,0.002
505,0.002
506,0.002
507,0.002
508,0.002
509,0.002
510,0.002
511,0.002
512,0.002
513,0.002
514,0.002
515,0.002
516,0.002
517,0.002
518,0.002
519,0.002
520,0.002
521,0.002
522,0.002
523,0.002
524,0.002
525,0.002
526,0.002
527,0.002
528,0.002
529,0.002
530,0.002
531,0.002
532,0.002
533,0.002
534,0.002
535,0.002
536,0.003
537,0.002
538,0.002
539,0.002
540,0.002
541,0.002
542,0.002
543,0.002
544,0.002
545,0.002
546,0.002
547,0.002
548,0.002
549,0.002
550,0.002
551,0.002
552,0.002
553,0.002
554,0.002
555,0.002
556,0.002
557,0.002
558,0.002
559,0.002
560,0.002
561,0.002
562,0.002
563,0.002
564,0.002
565,0.002
566,0.002
567,0.002
568,0.002
569,0.002
570,0.002
571,0.002
572,0.002
573,0.002
574,0.002
575,0.002
576,0.002
577,0.002
578,0.002
579,0.002
580,0.002
581,0.002
582,0.002
583,0.002
584,0.002
585,0.002
586,0.002
587,0.002
588,0.002
589,0.001
590,0.001
591,0.001
592,0.002
593,0.002
594,0.001
595,0.002
596,0.002
597,0.001
598,0.001
599,0.001
600,0.001
601,0.001
602,0.002
603,0.002
604,0.002
605,0.001
606,0.001
607,0.001
608,0.001
609,0.001
610,0.001
611,0.001
612,0.001
613,0.001
614,0.001
615,0.001
616,0.001
617,0.002
618,0.002
619,0.002
620,0.002
621,0.002
622,0.002
623,0.001
624,0.002
625,0.002
626,0.002
627,0.001
628,0.001
629,0.002
630,0.002
631,0.001
632,0.002
633,0.001
634,0.002
635,0.002
636,0.002
637,0.002
638,0.002
639,0.001
640,0.001
641,0.001
642,0.001
643,0.001
644,0.002
645,0.002
646,0.002
647,0.002
648,0.002
649,0.002
650,0.002
651,0.002
652,0.002
653,0.002
654,0.002
655,0.002
656,0.002
657,0.002
658,0.002
659,0.002
660,0.002
661,0.002
662,0.002
663,0.002
664,0.002
665,0.002
666,0.002
667,0.002
668,0.002
669,0.002
670,0.002
671,0.002
672,0.002
673,0.002
674,0.002
675,0.002
676,0.002
677,0.002
678,0.002
679,0.002
680,0.002
681,0.002
682,0.002
683,0.002
684,0.002
685,0.002
686,0.002
687,0.002
688,0.002
689,0.002
690,0.002
691,0.002
692,0.002
693,0.002
694,0.002
695,0.002
696,0.002
697,0.002
698,0.002
699,0.002
700,0.002
701,0.002
702,0.002
